0.47,0.34,0.92,131.58,0.11,72.41,0.16,0.67,0.33,2.07,-1.01,0.26,0,27
0.48,0.36,0.9,131.01,0.13,58.62,0.14,0.57,0.43,1.3,-0.84,0.17,0,25
0.43,0.32,0.6,139.54,0.07,48.28,0.08,0.46,0.54,0.85,-0.86,0.25,0,20
0.77,0.46,1.28,72.99,0.17,27.59,0.2,0.35,0.65,0.54,-0.26,-0.67,0,-8
0.75,-0,1.48,78.13,0.28,31.03,0.42,0.09,0.91,0.1,-1.79,-2.36,0.01,-3
0.72,0.25,0.87,78.53,0.14,41.38,0.18,0.36,0.64,0.56,-1.89,-1.84,0,4
0.73,0.32,0.83,79.58,0.1,20.69,0.11,0.39,0.61,0.63,-1.86,-3,0,-15
0.69,-0,1.41,80.86,0.33,72.41,0.55,0.38,0.62,0.62,0.61,3.16,0,9
0.69,0.46,0.85,80,0.14,24.14,0.16,0.3,0.7,0.43,0.32,0.8,0,2
0.66,0.24,0.89,79.16,0.16,58.62,0.19,0.33,0.67,0.5,-1.65,-1.64,0,11
0.77,0.76,0.78,78.33,0.01,0,0.01,0.04,0.96,0.04,-4.06,-6.45,0,-26
0.74,0.2,0.84,78.13,0.11,20.69,0.14,0.35,0.65,0.55,-1.88,-3.24,0,-14
0.74,0.22,0.78,78.13,0.11,10.34,0.13,0.36,0.64,0.56,-1.86,-3.62,0,-20
0.73,0.48,0.86,78.95,0.1,34.48,0.12,0.45,0.55,0.83,-0.8,-1.21,0,-6
0.71,0.22,0.85,78.95,0.13,41.38,0.17,0.33,0.67,0.5,0.07,0.73,0,-3
0.66,0.33,0.91,78.33,0.17,65.52,0.22,0.46,0.54,0.85,-1.55,-1.24,0,19
0.71,0.47,0.86,77.12,0.13,55.17,0.19,0.34,0.66,0.51,-1.93,-1.83,0,16
0.76,0.75,0.77,78.74,0.01,0,0.01,0.1,0.9,0.11,-4.06,-6.71,0,-24
0.76,0.75,0.77,78.95,0.01,0,0.01,0.22,0.78,0.28,-4.06,-6.38,0,-28
0.75,0.74,0.76,79.79,0.01,0,0.01,0.14,0.86,0.16,-4.03,-6.61,0,-26
0.75,0.74,0.76,79.79,0.01,0,0.01,0.12,0.88,0.13,-4.06,-6.32,0,-26
0.72,0.24,1.51,80.21,0.23,37.93,0.26,0.42,0.58,0.73,0.14,0.46,0,-6
0.74,0.52,0.9,79.58,0.09,17.24,0.13,0.4,0.6,0.66,-1.67,-3.12,0,-9
0.77,0.72,1.48,80.86,0.13,3.45,0.14,0.74,0.26,2.86,0.65,1.4,0,-22
0.74,0.32,1.46,81.52,0.17,13.79,0.17,0.58,0.42,1.4,-1.77,-3.15,0,-18
0.73,0.65,0.81,81.52,0.02,10.34,0.04,0.18,0.82,0.22,-1.85,-3.09,0,-16
0.73,0.72,0.74,81.74,0.01,0,0.01,0.13,0.87,0.15,-4.07,-6.17,0,-24
0.74,0.73,0.74,81.08,0,0,0.01,0.09,0.91,0.1,-4.04,-6.74,0,-28
0.76,0.72,1.47,81.52,0.13,6.9,0.19,0.33,0.67,0.5,-2.05,-3.54,0,-22
0.73,0.72,0.74,82.42,0.01,0,0.01,0.25,0.75,0.34,-2.94,-5.08,0,-26
0.71,0.39,0.8,82.42,0.08,10.34,0.09,0.28,0.72,0.38,-0.97,-2.13,0,-18
0.71,0.22,1.24,81.97,0.16,17.24,0.25,0.3,0.7,0.42,-1.84,-3.37,0,-17
0.73,0.72,0.75,81.97,0.01,0,0.01,0.08,0.92,0.08,-5.31,-9.11,0,-25
0.73,0.72,0.74,82.65,0,0,0.01,0.12,0.88,0.14,-5.33,-9.32,0,-28
0.68,0.23,0.74,82.87,0.13,20.69,0.16,0.68,0.32,2.08,-1.78,-2.67,0,-6
0.72,0.71,0.73,83.33,0.01,0,0.01,0.38,0.62,0.61,-3.33,-5.36,0,-28
0.69,0.23,0.73,83.8,0.1,10.34,0.11,0.35,0.65,0.54,-1.79,-3.55,0,-20
0.72,0.25,0.78,80.21,0.1,10.34,0.11,0.33,0.67,0.49,-1.83,-3.36,0,-20
0.72,0.71,0.74,83.33,0.01,0,0.01,0.07,0.93,0.08,-3.97,-6.41,0,-26
0.73,0.72,0.74,82.65,0.01,0,0.01,0.23,0.77,0.3,-4.04,-6.43,0,-28
0.72,0.71,0.74,82.87,0.01,0,0.01,0.13,0.87,0.14,-4,-6.37,0,-28
0.72,0.71,0.73,83.1,0.01,0,0.01,0.08,0.92,0.09,-4.01,-6.54,0,-28
0.7,0.28,0.74,82.87,0.09,10.34,0.1,0.28,0.72,0.39,-1.81,-3.27,0,-18
0.73,0.71,0.74,82.87,0.01,0,0.01,0.17,0.83,0.2,-4.03,-6.23,0,-26
0.74,0.69,0.76,81.08,0.01,3.45,0.02,0.17,0.83,0.2,-1.96,-3,0,-19
0.75,0.74,0.76,80.65,0.01,0,0.01,0.06,0.94,0.07,-4.05,-6.53,0,-28
0.75,0.74,0.78,79.79,0.01,0,0.01,0.19,0.81,0.23,-4.08,-6.33,0,-24
0.76,0.75,0.77,79.37,0,0,0.01,0.07,0.93,0.07,-4.11,-6.6,0,-28
0.79,0.75,1.51,78.95,0.14,6.9,0.2,0.26,0.74,0.36,-2.08,-4.09,0,-22
0.76,0.75,0.77,78.95,0.01,0,0.01,0.09,0.91,0.09,-4.06,-6.77,0,-26
0.76,0.75,0.77,78.95,0.01,0,0.01,0.36,0.64,0.57,-4.07,-6.58,0,-26
0.76,0.75,0.76,78.95,0,0,0.01,0.25,0.75,0.33,-4.08,-6.77,0,-28
0.76,0.75,0.77,78.95,0.01,0,0.01,0.4,0.6,0.68,-4.07,-6.71,0,-28
0.76,0.75,0.77,79.16,0.01,0,0.01,0.14,0.86,0.16,-4.06,-6.56,0,-28
0.76,0.75,0.77,78.95,0.01,0,0.01,0.1,0.9,0.12,-4.09,-6.37,0,-26
0.77,0.75,0.78,78.53,0.01,0,0.01,0.11,0.89,0.13,-3.32,-5.84,0,-25
0.77,0.76,0.78,78.53,0.01,0,0.01,0.22,0.78,0.28,-3.39,-5.65,0,-26
0.74,0.21,0.78,78.53,0.11,10.34,0.13,0.26,0.74,0.36,-1.86,-3.37,0,-18
0.77,0.76,0.77,78.53,0,0,0.01,0.07,0.93,0.08,-4.08,-6.65,0,-28
0.75,0.24,0.78,78.13,0.1,3.45,0.1,0.81,0.19,4.29,0.32,0.76,0,-26
0.76,0.52,0.81,78.13,0.05,6.9,0.05,0.78,0.22,3.57,-1.82,-3.36,0,-18
0.77,0.71,0.83,77.72,0.02,10.34,0.03,0.13,0.87,0.14,-1.9,-3.93,0,-22
0.75,0.36,0.78,77.72,0.1,6.9,0.1,0.38,0.62,0.62,-1.87,-3.27,0,-18
0.79,0.76,1.54,78.13,0.14,6.9,0.2,0.24,0.76,0.32,-2.09,-4.04,0,-22
0.77,0.76,0.78,78.13,0.01,0,0.01,0.07,0.93,0.08,-4.11,-6.34,0,-28
0.77,0.76,0.78,78.13,0.01,0,0.01,0.1,0.9,0.11,-4.03,-6.91,0,-28
0.77,0.76,0.78,77.72,0.01,0,0.01,0.21,0.79,0.26,-4.1,-6.62,0,-28
0.8,0.74,1.3,77.32,0.1,13.79,0.12,0.36,0.64,0.55,-1.96,-3.32,0,-13
0.75,0.25,0.84,76.92,0.11,17.24,0.13,0.37,0.63,0.58,-1.75,-3.56,0,-17
0.78,0.77,0.8,76.53,0.01,0,0.01,0.07,0.93,0.08,-4.11,-6.46,0,-28
0.79,0.78,0.8,76.53,0.01,0,0.01,0.06,0.94,0.07,-3,-5.32,0,-26
0.79,0.78,0.8,76.14,0.01,0,0.01,0.05,0.95,0.05,-4.12,-6.55,0,-28
0.79,0.78,0.8,76.14,0.01,0,0.01,0.35,0.65,0.54,-4.14,-6.66,0,-28
0.79,0.78,0.8,76.14,0.01,0,0.01,0.2,0.8,0.25,-3.43,-5.77,0,-28
0.79,0.76,0.81,76.53,0.01,3.45,0.02,0.17,0.83,0.21,-2.05,-3.61,0,-22
0.76,0.25,0.8,76.14,0.11,10.34,0.12,0.3,0.7,0.43,-1.89,-3.82,0,-19
0.79,0.78,0.81,75.76,0.01,0,0.01,0.28,0.72,0.39,-3.39,-5.73,0,-25
0.77,0.5,0.9,76.14,0.09,27.59,0.15,0.33,0.67,0.5,-1.85,-3.19,0,-10
0.79,0.48,1.19,76.14,0.1,10.34,0.16,0.13,0.87,0.14,-2,-3.3,0,-17
0.77,0.5,0.8,77.72,0.05,3.45,0.05,0.78,0.22,3.62,-0.39,-0.35,0,-22
0.71,0.22,0.88,77.12,0.18,62.07,0.23,0.17,0.83,0.21,-1.92,-1.74,0,20
0.74,0.5,1.64,76.14,0.22,65.52,0.33,0.26,0.74,0.35,-1.18,-0.39,0,19
0.75,0.23,0.87,76.53,0.13,24.14,0.15,0.47,0.53,0.87,0.14,1.11,0,-7
0.74,0.22,0.78,77.32,0.12,13.79,0.13,0.3,0.7,0.42,-1.78,-3.46,0,-15
0.77,0.26,1.56,77.72,0.18,13.79,0.19,0.57,0.43,1.31,-1.82,-3.36,0,-13
0.77,0.76,0.78,78.13,0.01,0,0.01,0.1,0.9,0.11,-4.06,-6.61,0,-26
0.72,0.26,0.83,78.33,0.14,31.03,0.16,0.21,0.79,0.26,-1.86,-2.87,0,-4
0.75,0.22,0.82,78.13,0.11,17.24,0.13,0.26,0.74,0.35,-1.91,-3.14,0,-13
0.76,0.21,0.81,77.32,0.11,10.34,0.14,0.32,0.68,0.47,-1.92,-3.62,0,-20
0.72,0.24,0.8,78.13,0.14,24.14,0.17,0.62,0.38,1.62,-1.79,-3.27,0,-12
0.74,0.23,0.78,78.53,0.11,10.34,0.12,0.36,0.64,0.56,-1.86,-3.71,0,-18
0.74,0.25,0.88,78.53,0.11,20.69,0.13,0.33,0.67,0.49,-1.87,-3.18,0,-12
0.76,0.76,0.78,78.53,0.01,0,0.01,0.1,0.9,0.12,-4.08,-6.78,0,-26
0.74,0.22,0.84,78.53,0.12,13.79,0.14,0.47,0.53,0.88,-1.7,-3.05,0,-11
0.76,0.57,0.88,78.53,0.04,10.34,0.07,0.19,0.81,0.23,-1.89,-3.86,0,-20
0.74,0.24,0.77,78.53,0.1,10.34,0.12,0.39,0.61,0.64,-1.86,-3.65,0,-20
0.74,0.23,0.79,78.13,0.11,10.34,0.13,0.27,0.73,0.38,-1.87,-3.36,0,-18
0.77,0.72,0.82,78.53,0.01,3.45,0.02,0.11,0.89,0.12,-1.69,-3.05,0,-22
0.79,0.74,1.53,78.95,0.14,3.45,0.14,0.74,0.26,2.81,-1.69,-3.27,0,-20
0.75,0.68,0.82,79.79,0.02,10.34,0.03,0.12,0.88,0.14,-1.87,-3.42,0,-17
0.75,0.66,0.85,79.58,0.03,10.34,0.05,0.13,0.87,0.15,-1.87,-3.32,0,-16
0.73,0.22,0.77,79.16,0.1,10.34,0.12,0.38,0.62,0.61,-1.85,-3.42,0,-20
0.73,0.21,0.86,79.37,0.11,20.69,0.14,0.36,0.64,0.55,-1.86,-3.18,0,-10
0.73,0.24,0.77,79.37,0.1,10.34,0.12,0.34,0.66,0.51,-1.85,-3.4,0,-18
0.78,0.7,0.84,77.32,0.02,10.34,0.03,0.21,0.79,0.26,-1.94,-3.45,0,-20
0.77,0.71,0.84,78.74,0.02,10.34,0.03,0.28,0.72,0.39,-1.87,-3.52,0,-20
0.74,0.26,0.85,78.95,0.1,17.24,0.13,0.28,0.72,0.39,-1.72,-3.61,0,-16
0.74,0.26,0.96,78.53,0.11,20.69,0.14,0.32,0.68,0.48,-1.87,-3.15,0,-8
0.76,0.75,0.78,78.53,0.01,0,0.01,0.18,0.82,0.21,-4.07,-6.39,0,-24
0.76,-0,1.88,78.13,0.38,41.38,0.67,0.35,0.65,0.55,-1.75,-3.03,0,-7
0.77,0.76,0.78,77.72,0.01,0,0.01,0.23,0.77,0.3,-4.08,-6.39,0,-26
0.74,-0,1.71,77.32,0.36,48.28,0.5,0.52,0.48,1.09,-1.7,-2.36,0,4
0.77,0.75,0.78,78.33,0.01,0,0.01,0.17,0.83,0.2,-4.04,-6.64,0,-28
0.75,0.28,1.5,78.53,0.18,24.14,0.23,0.49,0.51,0.97,0.15,0.21,0,-10
0.78,0.52,0.88,77.12,0.05,10.34,0.08,0.2,0.8,0.25,-1.75,-3.37,0,-17
0.64,0.3,1.29,82.17,0.24,58.62,0.26,0.67,0.33,1.99,-0.21,0.62,0,12
0.67,0.31,0.93,76.34,0.19,48.28,0.2,0.48,0.52,0.94,0.32,1.25,0,3
0.62,0.3,0.94,95.93,0.21,72.41,0.24,0.32,0.68,0.48,-0.27,1.26,0,26
0.64,0.2,1.19,88.26,0.24,93.1,0.28,0.5,0.5,1.01,0.65,3.45,0,22
0.67,0.32,1.19,91.19,0.2,93.1,0.28,0.26,0.74,0.34,0,2.21,0,26
0.7,0.45,1.16,89.57,0.18,96.55,0.24,0.16,0.84,0.19,-1.7,-1.6,0,23
0.66,0.38,0.91,92.03,0.18,82.76,0.25,0.55,0.45,1.23,-1.65,-1.63,0,16
0.77,0.48,0.9,75,0.11,27.59,0.14,0.4,0.6,0.66,-1.8,-2.96,0,-5
0.78,0.78,0.8,76.53,0.01,0,0.01,0.18,0.82,0.22,-4.07,-6.68,0,-25
0.76,0.51,0.88,76.92,0.09,20.69,0.12,0.29,0.71,0.42,-1.75,-3.39,0,-12
0.77,0.49,0.88,76.14,0.08,10.34,0.09,0.33,0.67,0.5,-1.82,-3.38,0,-18
0.76,0.29,0.79,76.53,0.1,6.9,0.1,0.76,0.24,3.21,0.75,0.8,0,-19
0.75,0.35,0.86,77.72,0.1,17.24,0.11,0.28,0.72,0.39,-1.74,-3.14,0,-14
0.77,0.55,0.88,77.52,0.07,20.69,0.11,0.05,0.95,0.05,-0.7,-1.67,0,-20
0.78,0.49,0.89,76.53,0.08,17.24,0.13,0.06,0.94,0.07,-0.89,-1.64,0,-10
0.75,0.28,0.92,75.57,0.15,44.83,0.22,0.4,0.6,0.66,-1.01,-1.23,0,2
0.74,0.3,0.92,74.63,0.17,48.28,0.19,0.54,0.46,1.2,-0.68,-0.07,0,8
0.72,0.24,1.27,76.4,0.22,79.31,0.33,0.17,0.83,0.2,-0.26,1.48,0,17
0.72,0.48,1,79.79,0.16,72.41,0.23,0.4,0.6,0.66,-0.21,1.41,0,18
0.73,0.34,1.3,75,0.2,62.07,0.27,0.43,0.57,0.77,-1.67,-2.32,0,6
0.74,0.26,1.3,74.44,0.2,72.41,0.26,0.25,0.75,0.34,-0.7,0.43,0,20
0.78,0.51,0.93,75.38,0.12,48.28,0.18,0.12,0.88,0.14,-0.68,-0.32,0,2
0.75,0.48,0.9,75,0.12,44.83,0.16,0.52,0.48,1.08,-1.75,-2.72,0,-1
0.73,0.48,0.9,75.76,0.13,55.17,0.18,0.26,0.74,0.34,-0.69,-0.82,0,3
0.81,0.5,1.16,73.89,0.09,20.69,0.1,0.48,0.52,0.93,-1.85,-3.06,0,-14
0.8,0.51,0.92,74.26,0.07,20.69,0.1,0.17,0.83,0.2,-1.93,-3.35,0,-11
0.79,0.78,0.8,76.14,0.01,0,0.01,0.15,0.85,0.18,-4.08,-6.7,0,-23
0.78,0.26,1.56,76.53,0.18,13.79,0.22,0.63,0.37,1.73,-1.83,-3.49,0,-18
0.78,0.78,0.8,76.53,0.01,0,0.01,0.11,0.89,0.13,-4.07,-6.74,0,-28
0.79,0.78,0.8,76.14,0,0,0.01,0.06,0.94,0.06,-4.13,-6.82,0,-26
0.76,0.23,0.8,76.14,0.11,10.34,0.13,0.37,0.63,0.6,-1.89,-3.62,0,-20
0.74,0.24,0.8,76.14,0.14,20.69,0.16,0.38,0.62,0.6,-1.87,-3.31,0,-15
0.79,0.78,0.81,76.14,0.01,0,0.01,0.22,0.78,0.28,-3.39,-6.06,0,-25
0.75,0.51,0.94,74.26,0.16,75.86,0.27,0.28,0.72,0.39,-0.54,1.18,0,22
0.71,0.26,1.21,85.33,0.21,82.76,0.29,0.18,0.82,0.23,0.18,2.79,0,24
0.79,0.58,0.9,75.19,0.05,13.79,0.07,0.27,0.73,0.37,-1.79,-3.56,0,-18
0.71,0.3,1.16,76.53,0.18,48.28,0.25,0.37,0.63,0.58,-0.22,0.25,0,5
0.71,0.24,0.9,74.44,0.2,34.48,0.25,0.52,0.48,1.08,-1.7,-2.58,0,0
0.75,0.32,0.93,75.38,0.14,41.38,0.21,0.2,0.8,0.25,-0.56,-0.9,0,-1
0.65,0.3,0.97,95.58,0.21,89.66,0.23,0.53,0.47,1.11,-0.53,0.54,0,27
0.61,0.3,1.09,106.8,0.22,82.76,0.29,0.61,0.39,1.56,0.49,2.82,0,15
0.63,0.28,0.92,97.74,0.18,96.55,0.28,0.43,0.57,0.75,-0.49,0.84,0,25
0.71,0.24,0.93,80.88,0.18,72.41,0.23,0.32,0.68,0.46,-0.65,0.28,0,16
0.65,0.3,0.93,98.02,0.2,72.41,0.2,0.55,0.45,1.24,-0.65,0.59,0,24
0.73,0.49,0.94,83.36,0.17,96.55,0.27,0.18,0.82,0.23,-1.76,-1.91,0,22
0.6,0.3,0.97,114.5,0.19,89.66,0.26,0.59,0.41,1.44,-0.27,1.13,0,22
0.65,0.3,0.95,91.76,0.21,86.21,0.25,0.39,0.61,0.63,-0.93,0.09,0,24
0.61,0.38,0.96,111.54,0.19,68.97,0.2,0.48,0.52,0.91,-0.45,1.05,0,25
0.6,0.28,0.94,107.53,0.17,89.66,0.24,0.47,0.53,0.89,-1,0.23,0,27
0.54,0.28,1.03,127.12,0.2,58.62,0.27,0.52,0.48,1.09,0.88,3.35,0,24
0.63,0.33,1,107.14,0.19,96.55,0.27,0.68,0.32,2.09,-0.53,1.3,0,28
0.67,0.48,1.26,97.75,0.19,96.55,0.31,0.53,0.47,1.14,-1.38,-0.72,0,25
0.63,0.28,1.31,114.98,0.27,79.31,0.35,0.47,0.53,0.9,-0.61,0.77,0,21
0.48,0.3,0.94,135.75,0.15,58.62,0.18,0.57,0.43,1.31,-1.21,-0.56,0,22
0.54,0.3,1.1,121.46,0.19,86.21,0.23,0.48,0.52,0.92,0.8,3.57,0,24
0.55,0.31,1.35,125.01,0.23,65.52,0.26,0.7,0.3,2.28,-0.73,0.15,0,27
0.61,0.31,0.96,117.65,0.18,96.55,0.3,0.37,0.63,0.59,-0.89,0.65,0,20
0.72,0.41,0.87,73.89,0.15,48.28,0.21,0.53,0.47,1.11,-1.75,-2.61,0,2
0.81,0.8,0.82,74.26,0.01,0,0.01,0.18,0.82,0.21,-4.12,-6.92,0,-28
0.78,0.5,0.91,74.63,0.09,27.59,0.11,0.1,0.9,0.11,-1.85,-3.13,0,-14
0.76,0.48,0.92,73.89,0.14,48.28,0.2,0.2,0.8,0.24,-0.33,0.53,0,3
0.72,0.49,0.93,73.71,0.16,75.86,0.23,0.42,0.58,0.74,-0.83,0.4,0,20
0.44,0.29,0.56,132.16,0.06,44.83,0.07,0.53,0.47,1.13,-1.51,-0.95,0,21
0.79,0.5,0.94,72.46,0.14,37.93,0.2,0.14,0.86,0.17,-0.64,-0.47,0,-1
0.69,0.21,1.26,84.03,0.21,96.55,0.32,0.2,0.8,0.25,-0.55,0.88,0,25
0.63,0.33,0.94,108.19,0.17,96.55,0.28,0.33,0.67,0.5,-0.99,0.65,0,25
0.7,0.48,0.94,77.52,0.17,96.55,0.29,0.28,0.72,0.38,-1.17,-1.05,0,3
0.67,0.24,1.22,104.17,0.22,93.1,0.32,0.28,0.72,0.38,-0.31,1.49,0,28
0.64,0.35,0.95,106.02,0.19,89.66,0.27,0.57,0.43,1.32,-0.81,0.47,0,20
0.66,0.36,1.18,97.1,0.22,68.97,0.2,0.64,0.36,1.76,-0.23,1.22,0,20
0.62,0.32,1.35,114.11,0.23,86.21,0.27,0.61,0.39,1.54,-0.55,1.11,0,24
0.64,0.31,0.92,103.1,0.18,100,0.28,0.31,0.69,0.45,-0.32,1.55,0,24
0.58,0.34,0.94,116.73,0.18,79.31,0.24,0.88,0.12,7.39,-0.34,1.57,0,25
0.46,0.28,1.2,140.2,0.19,55.17,0.25,0.56,0.44,1.27,0.87,3.79,0,24
0.67,0.23,1.34,89.3,0.24,93.1,0.3,0.28,0.72,0.39,-0.26,1.23,0,22
0.82,0.77,0.94,73.89,0.03,6.9,0.03,0.7,0.3,2.32,-1.9,-3.72,0,-20
0.79,0.51,0.92,73.89,0.09,17.24,0.1,0.41,0.59,0.68,0.04,0.06,0,-18
0.72,0.49,1.19,79.58,0.18,93.1,0.29,0.3,0.7,0.43,-1.1,-0.16,0,27
0.75,0.49,1.32,73.89,0.18,62.07,0.26,0.19,0.81,0.23,-1.69,-1.83,0,8
0.63,0.34,0.95,108.84,0.19,82.76,0.25,0.64,0.36,1.8,-0.21,1.79,0,27
0.68,0.38,0.95,81.98,0.21,82.76,0.28,0.38,0.62,0.62,-0.52,1.28,0,17
0.73,0.5,1.32,83.4,0.21,93.1,0.29,0.17,0.83,0.2,-0.24,1.44,0,18
0.54,0.24,0.97,121.95,0.21,72.41,0.25,0.56,0.44,1.29,-0.43,1.18,0,27
0.71,0.39,0.96,78.75,0.19,82.76,0.27,0.3,0.7,0.42,-0.24,1.49,0,19
0.56,0.3,1.19,127.2,0.22,68.97,0.18,0.62,0.38,1.64,-1.57,-1.52,0,22
0.57,0.34,1.16,120.01,0.21,75.86,0.27,0.69,0.31,2.21,-1.22,-0.68,0,27
0.62,0.34,0.96,121.46,0.21,37.93,0.18,0.59,0.41,1.42,-0.54,0.1,0,19
0.68,0.36,0.98,81.3,0.2,93.1,0.29,0.41,0.59,0.71,-1.69,-2.03,0,3
0.51,0.29,0.94,126.09,0.15,75.86,0.17,0.5,0.5,1,0.43,2.74,0,23
0.68,0.4,1.46,108.34,0.25,93.1,0.35,0.3,0.7,0.43,-1.74,-1.45,0,19
0.48,0.28,0.95,141.62,0.15,72.41,0.16,0.77,0.23,3.28,0.01,1.93,0,25
0.71,0.36,1.06,82.42,0.19,82.76,0.29,0.09,0.91,0.1,-0.34,1.69,0,22
0.64,0.36,1.26,116.73,0.23,89.66,0.3,0.56,0.44,1.29,-0.74,0.93,0,27
0.52,0.32,0.98,132.74,0.19,75.86,0.19,0.61,0.39,1.55,1.05,3.71,0,25
0.7,0.38,0.96,80.22,0.2,93.1,0.29,0.33,0.67,0.49,-0.4,1.32,0,18
0.8,0.22,0.87,72.64,0.12,10.34,0.14,0.36,0.64,0.57,-1.88,-3.37,0,-19
0.81,0.51,0.83,73.17,0.06,3.45,0.06,0.79,0.21,3.85,-0.29,-0.36,0,-26
0.72,0.49,0.96,82.2,0.17,89.66,0.25,0.15,0.85,0.17,-0.53,1.07,0,26
0.74,0.49,0.94,72.29,0.16,65.52,0.21,0.47,0.53,0.88,-0.65,0.21,0,10
0.69,0.45,1.26,84.05,0.19,96.55,0.3,0.17,0.83,0.21,-1.56,-1.01,0,22
0.7,0.33,1.19,95.84,0.23,82.76,0.31,0.49,0.51,0.94,-0.89,0.63,0,23
0.62,0.34,1.01,109.42,0.19,96.55,0.26,0.48,0.52,0.92,-0.7,0.67,0,28
0.67,0.39,0.95,94.58,0.19,96.55,0.29,0.78,0.22,3.53,0.4,3.06,0,25
0.64,0.33,1.18,111.6,0.21,96.55,0.31,0.46,0.54,0.84,-0.58,0.98,0,19
0.73,0.47,1.3,82.68,0.23,96.55,0.33,0.12,0.88,0.14,-1.41,-0.95,0,22
0.58,0.44,0.93,120.97,0.17,51.72,0.23,0.58,0.42,1.37,-0.48,0.54,0,14
0.66,0.36,0.96,106.47,0.19,100,0.28,0.33,0.67,0.5,-0.15,1.66,0,23
0.74,0.45,0.96,73.17,0.16,58.62,0.21,0.19,0.81,0.23,-1.76,-2.23,0,2
0.79,0.48,0.94,73.53,0.11,27.59,0.14,0.28,0.72,0.38,-0.69,-1.34,0,-12
0.69,0.48,1.35,96.73,0.23,100,0.39,0.43,0.57,0.77,-0.01,1.43,0,26
0.63,0.36,1.32,117.25,0.27,75.86,0.3,0.69,0.31,2.23,-0.97,0.3,0,27
0.5,0.31,0.96,137.01,0.19,48.28,0.15,0.73,0.27,2.65,1.07,3.34,0,25
0.68,0.21,1.21,91,0.23,79.31,0.29,0.42,0.58,0.71,-0.6,0.9,0,25
0.62,0.36,1.26,115.83,0.24,86.21,0.28,0.67,0.33,2,0.08,2.15,0,28
0.62,0.29,0.98,118.58,0.21,79.31,0.27,0.75,0.25,3.07,-0.38,1.26,0,18
0.64,0.41,0.97,108.79,0.19,86.21,0.29,0.72,0.28,2.61,-0.51,1,0,21
